1 1 1 0.104478
1 1 2 0.186567
1 1 3 0.0373134
1 1 4 0
1 1 5 0
1 1 6 0
1 2 1 0.00746269
1 2 2 0
1 2 3 0.0746269
1 2 4 0.149254
1 2 5 0.0970149
1 2 6 0
1 3 1 0.328358
1 3 2 0
1 3 3 0
1 3 4 0
1 3 5 0
1 3 6 0
1 4 1 0.313433
1 4 2 0.0149254
1 4 3 0
1 4 4 0
1 4 5 0
1 4 6 0
2 1 1 0
2 1 2 0.0298507
2 1 3 0.156716
2 1 4 0.104478
2 1 5 0.0447761
2 1 6 0
2 2 1 0.0373134
2 2 2 0.0970149
2 2 3 0.164179
2 2 4 0.0373134
2 2 5 0
2 2 6 0
2 3 1 0
2 3 2 0
2 3 3 0.0597015
2 3 4 0.261194
2 3 5 0.0149254
2 3 6 0
2 4 1 0
2 4 2 0
2 4 3 0.0895522
2 4 4 0.231343
2 4 5 0.0149254
2 4 6 0
3 1 1 0
3 1 2 0.00746269
3 1 3 0.0522388
3 1 4 0.119403
3 1 5 0.156716
3 1 6 0
3 2 1 0
3 2 2 0.0746269
3 2 3 0.179104
3 2 4 0.0597015
3 2 5 0.0223881
3 2 6 0
3 3 1 0
3 3 2 0
3 3 3 0
3 3 4 0.0447761
3 3 5 0.291045
3 3 6 0
3 4 1 0
3 4 2 0
3 4 3 0
3 4 4 0.0223881
3 4 5 0.313433
3 4 6 0
