1 1 1 0.208469
1 1 2 0.0684039
1 1 3 0.13355
1 1 4 0.0960912
1 1 5 0.114007
1 1 6 0.0211726
1 1 7 0.00162866
1 1 8 0.00488599
1 1 9 0
1 1 10 0
1 2 1 0.540717
1 2 2 0.0537459
1 2 3 0.0390879
1 2 4 0.00977199
1 2 5 0
1 2 6 0
1 2 7 0.00162866
1 2 8 0.00162866
1 2 9 0.00162866
1 2 10 0
1 3 1 0.503257
1 3 2 0.0749186
1 3 3 0.0439739
1 3 4 0.0179153
1 3 5 0.00162866
1 3 6 0.00162866
1 3 7 0.00325733
1 3 8 0.00162866
1 3 9 0
1 3 10 0
1 4 1 0.527687
1 4 2 0.0570033
1 4 3 0.0456026
1 4 4 0.00651466
1 4 5 0.00488599
1 4 6 0.00488599
1 4 7 0
1 4 8 0
1 4 9 0
1 4 10 0.00162866
1 5 1 0.0667752
1 5 2 0.513029
1 5 3 0.0407166
1 5 4 0.0114007
1 5 5 0.00814332
1 5 6 0.00162866
1 5 7 0.00162866
1 5 8 0.00325733
1 5 9 0
1 5 10 0.00162866
1 6 1 0.568404
1 6 2 0.0276873
1 6 3 0.0211726
1 6 4 0.00814332
1 6 5 0.014658
1 6 6 0
1 6 7 0.00162866
1 6 8 0.00325733
1 6 9 0
1 6 10 0.00325733
1 7 1 0.224756
1 7 2 0.214984
1 7 3 0.184039
1 7 4 0.00814332
1 7 5 0.00651466
1 7 6 0.00162866
1 7 7 0.00814332
1 7 8 0
1 7 9 0
1 7 10 0
1 8 1 0.571661
1 8 2 0.0439739
1 8 3 0.0162866
1 8 4 0.00162866
1 8 5 0.00162866
1 8 6 0.00488599
1 8 7 0.00325733
1 8 8 0.00488599
1 8 9 0
1 8 10 0
1 9 1 0.630293
1 9 2 0.0114007
1 9 3 0.00162866
1 9 4 0
1 9 5 0.00162866
1 9 6 0
1 9 7 0.00162866
1 9 8 0.00162866
1 9 9 0
1 9 10 0
2 1 1 0.00488599
2 1 2 0.00651466
2 1 3 0.0179153
2 1 4 0.019544
2 1 5 0.0684039
2 1 6 0.0276873
2 1 7 0.0260586
2 1 8 0.0553746
2 1 9 0.019544
2 1 10 0.105863
2 2 1 0.00651466
2 2 2 0.0130293
2 2 3 0.0358306
2 2 4 0.0456026
2 2 5 0.0439739
2 2 6 0.0374593
2 2 7 0.029316
2 2 8 0.0374593
2 2 9 0.00651466
2 2 10 0.0960912
2 3 1 0.00325733
2 3 2 0.0114007
2 3 3 0.0374593
2 3 4 0.0439739
2 3 5 0.0472313
2 3 6 0.0390879
2 3 7 0.0407166
2 3 8 0.0390879
2 3 9 0.00814332
2 3 10 0.0814332
2 4 1 0.0456026
2 4 2 0.0276873
2 4 3 0.0390879
2 4 4 0.0423453
2 4 5 0.029316
2 4 6 0.029316
2 4 7 0.019544
2 4 8 0.0358306
2 4 9 0.00651466
2 4 10 0.0765472
2 5 1 0.00162866
2 5 2 0.0325733
2 5 3 0.0635179
2 5 4 0.0651466
2 5 5 0.0521173
2 5 6 0.0537459
2 5 7 0.0130293
2 5 8 0.0260586
2 5 9 0.00325733
2 5 10 0.0407166
2 6 1 0.0228013
2 6 2 0.0130293
2 6 3 0.0211726
2 6 4 0.0211726
2 6 5 0.029316
2 6 6 0.00488599
2 6 7 0.0114007
2 6 8 0.0260586
2 6 9 0.00977199
2 6 10 0.192182
2 7 1 0.00325733
2 7 2 0.00977199
2 7 3 0.0504886
2 7 4 0.0423453
2 7 5 0.0472313
2 7 6 0.0114007
2 7 7 0.0960912
2 7 8 0.0439739
2 7 9 0.0179153
2 7 10 0.029316
2 8 1 0.0635179
2 8 2 0.00814332
2 8 3 0.0456026
2 8 4 0.02443
2 8 5 0.02443
2 8 6 0.029316
2 8 7 0.0211726
2 8 8 0.029316
2 8 9 0.0211726
2 8 10 0.0846906
2 9 1 0.200326
2 9 2 0.0390879
2 9 3 0.0439739
2 9 4 0.0179153
2 9 5 0.00814332
2 9 6 0.00325733
2 9 7 0.00977199
2 9 8 0.0114007
2 9 9 0
2 9 10 0.0179153
