1 1 1 0
1 1 2 0
1 1 3 0
1 1 4 0.047619
1 1 5 0.0238095
1 1 6 0.047619
1 1 7 0.0714286
1 2 1 0.190476
1 2 2 0
1 3 1 0
1 3 2 0
1 3 3 0.190476
1 4 1 0
1 4 2 0.190476
1 4 3 0
1 5 1 0.190476
1 5 2 0
1 6 1 0
1 6 2 0.0714286
1 6 3 0.047619
1 6 4 0.0714286
1 7 1 0.142857
1 7 2 0.047619
1 7 3 0
1 7 4 0
1 8 1 0
1 8 2 0.119048
1 8 3 0.0714286
1 9 1 0.0714286
1 9 2 0.119048
1 10 1 0.047619
1 10 2 0.047619
1 10 3 0.0952381
1 11 1 0
1 11 2 0.190476
1 12 1 0
1 12 2 0.190476
1 13 1 0.190476
1 14 1 0
1 14 2 0
1 14 3 0.190476
1 15 1 0
1 15 2 0
1 15 3 0.190476
1 16 1 0.190476
1 17 1 0.190476
1 18 1 0.190476
1 19 1 0
1 19 2 0.190476
1 20 1 0.119048
1 20 2 0.0714286
1 21 1 0
1 21 2 0
1 21 3 0
1 21 4 0.190476
1 22 1 0.0714286
1 22 2 0.119048
1 22 3 0
1 22 4 0
1 23 1 0
1 23 2 0.190476
1 24 1 0
1 24 2 0.190476
1 25 1 0.190476
1 25 2 0
1 26 1 0.190476
1 26 2 0
1 26 3 0
1 27 1 0.190476
1 27 2 0
1 28 1 0.190476
1 28 2 0
1 28 3 0
1 28 4 0
1 29 1 0
1 29 2 0
1 29 3 0
1 29 4 0
1 29 5 0.190476
1 30 1 0.190476
1 31 1 0.190476
1 32 1 0.190476
1 33 1 0.190476
1 34 1 0.190476
1 35 1 0.190476
1 35 2 0
2 1 1 0
2 1 2 0
2 1 3 0
2 1 4 0.047619
2 1 5 0.047619
2 1 6 0.047619
2 1 7 0.0714286
2 2 1 0.214286
2 2 2 0
2 3 1 0.214286
2 3 2 0
2 3 3 0
2 4 1 0
2 4 2 0.0952381
2 4 3 0.119048
2 5 1 0.0714286
2 5 2 0.142857
2 6 1 0.047619
2 6 2 0.0714286
2 6 3 0.047619
2 6 4 0.047619
2 7 1 0
2 7 2 0
2 7 3 0.0952381
2 7 4 0.119048
2 8 1 0
2 8 2 0.214286
2 8 3 0
2 9 1 0.0952381
2 9 2 0.119048
2 10 1 0.0952381
2 10 2 0.0714286
2 10 3 0.047619
2 11 1 0
2 11 2 0.214286
2 12 1 0
2 12 2 0.214286
2 13 1 0.214286
2 14 1 0
2 14 2 0
2 14 3 0.214286
2 15 1 0
2 15 2 0
2 15 3 0.214286
2 16 1 0.214286
2 17 1 0.214286
2 18 1 0.214286
2 19 1 0
2 19 2 0.214286
2 20 1 0.142857
2 20 2 0.0714286
2 21 1 0.214286
2 21 2 0
2 21 3 0
2 21 4 0
2 22 1 0
2 22 2 0
2 22 3 0
2 22 4 0.214286
2 23 1 0.214286
2 23 2 0
2 24 1 0.214286
2 24 2 0
2 25 1 0.214286
2 25 2 0
2 26 1 0
2 26 2 0
2 26 3 0.214286
2 27 1 0
2 27 2 0.214286
2 28 1 0.214286
2 28 2 0
2 28 3 0
2 28 4 0
2 29 1 0
2 29 2 0
2 29 3 0
2 29 4 0
2 29 5 0.214286
2 30 1 0.214286
2 31 1 0.214286
2 32 1 0.214286
2 33 1 0.214286
2 34 1 0.214286
2 35 1 0.214286
2 35 2 0
3 1 1 0.119048
3 1 2 0
3 1 3 0.0714286
3 1 4 0
3 1 5 0.0238095
3 1 6 0
3 1 7 0
3 2 1 0.0238095
3 2 2 0.190476
3 3 1 0
3 3 2 0
3 3 3 0.214286
3 4 1 0.214286
3 4 2 0
3 4 3 0
3 5 1 0.190476
3 5 2 0.0238095
3 6 1 0.0714286
3 6 2 0.047619
3 6 3 0.047619
3 6 4 0.047619
3 7 1 0
3 7 2 0.214286
3 7 3 0
3 7 4 0
3 8 1 0
3 8 2 0.119048
3 8 3 0.0952381
3 9 1 0.119048
3 9 2 0.0952381
3 10 1 0
3 10 2 0.0952381
3 10 3 0.119048
3 11 1 0
3 11 2 0.214286
3 12 1 0.190476
3 12 2 0.0238095
3 13 1 0.214286
3 14 1 0
3 14 2 0
3 14 3 0.214286
3 15 1 0
3 15 2 0
3 15 3 0.214286
3 16 1 0.214286
3 17 1 0.214286
3 18 1 0.214286
3 19 1 0
3 19 2 0.214286
3 20 1 0.190476
3 20 2 0.0238095
3 21 1 0
3 21 2 0.214286
3 21 3 0
3 21 4 0
3 22 1 0
3 22 2 0.214286
3 22 3 0
3 22 4 0
3 23 1 0.214286
3 23 2 0
3 24 1 0
3 24 2 0.214286
3 25 1 0.119048
3 25 2 0.0952381
3 26 1 0.214286
3 26 2 0
3 26 3 0
3 27 1 0.214286
3 27 2 0
3 28 1 0
3 28 2 0
3 28 3 0
3 28 4 0.214286
3 29 1 0
3 29 2 0
3 29 3 0
3 29 4 0
3 29 5 0.214286
3 30 1 0.214286
3 31 1 0.214286
3 32 1 0.214286
3 33 1 0.214286
3 34 1 0.214286
3 35 1 0.190476
3 35 2 0.0238095
4 1 1 0.119048
4 1 2 0.0952381
4 1 3 0.0952381
4 1 4 0.0714286
4 1 5 0
4 1 6 0
4 1 7 0
4 2 1 0
4 2 2 0.380952
4 3 1 0
4 3 2 0.0952381
4 3 3 0.285714
4 4 1 0.166667
4 4 2 0.214286
4 4 3 0
4 5 1 0.238095
4 5 2 0.142857
4 6 1 0.0238095
4 6 2 0.119048
4 6 3 0.0952381
4 6 4 0.142857
4 7 1 0
4 7 2 0.357143
4 7 3 0
4 7 4 0.0238095
4 8 1 0
4 8 2 0.142857
4 8 3 0.238095
4 9 1 0.190476
4 9 2 0.190476
4 10 1 0.166667
4 10 2 0.0714286
4 10 3 0.142857
4 11 1 0
4 11 2 0.380952
4 12 1 0
4 12 2 0.380952
4 13 1 0.380952
4 14 1 0
4 14 2 0
4 14 3 0.380952
4 15 1 0
4 15 2 0
4 15 3 0.380952
4 16 1 0.380952
4 17 1 0.380952
4 18 1 0.380952
4 19 1 0
4 19 2 0.380952
4 20 1 0.333333
4 20 2 0.047619
4 21 1 0
4 21 2 0.190476
4 21 3 0.190476
4 21 4 0
4 22 1 0
4 22 2 0
4 22 3 0.380952
4 22 4 0
4 23 1 0.380952
4 23 2 0
4 24 1 0.238095
4 24 2 0.142857
4 25 1 0.380952
4 25 2 0
4 26 1 0.380952
4 26 2 0
4 26 3 0
4 27 1 0.380952
4 27 2 0
4 28 1 0
4 28 2 0
4 28 3 0
4 28 4 0.380952
4 29 1 0
4 29 2 0
4 29 3 0
4 29 4 0
4 29 5 0.380952
4 30 1 0.380952
4 31 1 0.380952
4 32 1 0.380952
4 33 1 0.380952
4 34 1 0.380952
4 35 1 0
4 35 2 0.380952
