1 1 1 0.00767263
1 1 2 0.0741688
1 1 3 0.30179
1 2 1 0.0409207
1 2 2 0.181586
1 2 3 0.161125
1 3 1 0.0102302
1 3 2 0.0511509
1 3 3 0.322251
1 4 1 0.00767263
1 4 2 0.370844
1 4 3 0.00511509
1 5 1 0.00767263
1 5 2 0.358056
1 5 3 0.0179028
1 6 1 0.00511509
1 6 2 0.342711
1 6 3 0.0358056
1 7 1 0.0153453
1 7 2 0.0869565
1 7 3 0.28133
1 8 1 0.028133
1 8 2 0.056266
1 8 3 0.299233
1 9 1 0.00767263
1 9 2 0.0434783
1 9 3 0.332481
1 10 1 0.00767263
1 10 2 0.209719
1 10 3 0.16624
1 11 1 0.0204604
1 11 2 0.0511509
1 11 3 0.31202
1 12 1 0.0332481
1 12 2 0.304348
1 12 3 0.0460358
1 13 1 0.0230179
1 13 2 0.31202
1 13 3 0.0485934
1 14 1 0.0153453
1 14 2 0.360614
1 14 3 0.00767263
1 15 1 0.028133
1 15 2 0.0358056
1 15 3 0.319693
1 16 1 0.0511509
1 16 2 0.212276
1 16 3 0.120205
2 1 1 0.0179028
2 1 2 0.368286
2 1 3 0.230179
2 2 1 0.0588235
2 2 2 0.29156
2 2 3 0.265985
2 3 1 0.0153453
2 3 2 0.529412
2 3 3 0.0716113
2 4 1 0.0179028
2 4 2 0.0332481
2 4 3 0.565217
2 5 1 0.0306905
2 5 2 0.127877
2 5 3 0.457801
2 6 1 0.0230179
2 6 2 0.278772
2 6 3 0.314578
2 7 1 0.0204604
2 7 2 0.452685
2 7 3 0.143223
2 8 1 0.0102302
2 8 2 0.501279
2 8 3 0.104859
2 9 1 0.0460358
2 9 2 0.429668
2 9 3 0.140665
2 10 1 0.00767263
2 10 2 0.276215
2 10 3 0.332481
2 11 1 0.0255754
2 11 2 0.299233
2 11 3 0.29156
2 12 1 0.0434783
2 12 2 0.084399
2 12 3 0.488491
2 13 1 0.0332481
2 13 2 0.16624
2 13 3 0.41688
2 14 1 0.0230179
2 14 2 0.199488
2 14 3 0.393862
2 15 1 0.0332481
2 15 2 0.375959
2 15 3 0.207161
2 16 1 0.202046
2 16 2 0.386189
2 16 3 0.028133
